date,current_ratio,quick_ratio,profit_margin,roi,inventory_turnover,asset_turnover,receivable_days,payable_days,inventory_days,debt_to_equity
2022-10-24,1.48,1.31,22.34,6.1,8,1.42,19,35,48,1.71
2022-10-24,2.44,1.63,0.62,19.86,3,1.46,39,66,32,0.86
2022-10-24,2.76,1.33,13.27,21.88,11,2.1,25,77,46,0.31
2022-10-24,1.6,1.2,8.01,30.55,9,0.9,52,36,61,1.0
2022-10-24,0.71,1.33,0.63,17.89,13,1.66,46,48,60,2.06
2022-10-24,1.76,1.49,21.17,14.31,9,1.22,49,84,50,1.86
2022-10-24,3.01,1.45,27.0,23.34,6,1.15,40,87,57,1.41
2022-10-24,2.16,1.93,35.68,8.97,6,1.58,17,40,58,0.58
2022-10-24,0.56,0.89,3.34,12.24,2,2.11,56,30,40,1.33
2022-10-24,2.25,0.54,38.16,21.01,13,0.92,33,69,22,1.64
2022-10-24,1.88,1.95,18.81,21.16,4,2.07,42,31,79,0.4
2022-10-24,0.78,0.89,7.7,17.31,3,0.84,33,50,28,0.8
2022-10-24,2.92,0.48,9.41,29.0,12,1.16,46,36,27,1.22
2022-10-24,0.74,1.6,15.83,7.93,7,0.77,56,37,53,0.29
2022-10-24,1.22,0.56,1.91,25.38,6,1.08,57,54,72,0.3
2022-10-24,1.65,0.4,14.1,5.98,13,1.68,20,68,25,1.87
2022-10-24,0.61,1.81,0.49,24.89,8,2.06,24,80,20,1.4
2022-10-24,1.97,0.39,23.76,26.92,10,0.84,30,63,34,1.59
2022-10-24,1.17,2.28,8.14,20.12,3,0.79,23,43,23,0.87
2022-10-24,0.73,1.59,15.68,31.99,10,0.58,55,61,22,0.54
2022-10-25,0.78,1.11,16.69,9.98,9,1.33,57,49,25,1.04
2022-10-25,0.74,1.86,30.26,24.35,8,1.76,59,43,22,1.94
2022-10-25,3.44,1.01,24.3,33.69,11,1.06,36,34,51,1.13
2022-10-25,1.2,1.01,37.76,25.75,13,2.47,26,64,72,0.47
2022-10-25,0.91,0.57,18.35,14.52,13,1.36,43,52,43,1.67
2022-10-25,1.99,2.12,31.22,19.39,10,1.83,42,47,77,1.68
2022-10-25,1.64,2.06,20.44,10.76,9,1.16,37,61,71,0.44
2022-10-25,2.7,1.31,5.45,19.83,12,1.68,42,68,44,0.13
2022-10-25,2.24,0.38,11.04,6.86,3,2.16,24,89,47,1.22
2022-10-25,0.9,1.42,30.02,31.88,14,1.51,26,70,23,1.87
2022-10-25,1.15,1.64,20.48,24.44,3,1.31,22,56,25,0.46
2022-10-25,3.04,1.07,26.54,28.87,4,2.48,29,30,33,2.08
2022-10-25,1.38,1.22,33.43,26.79,10,1.43,32,37,23,1.65
2022-10-25,1.7,1.6,10.0,17.18,13,0.65,21,46,62,1.86
2022-10-25,1.16,0.5,22.61,5.83,7,1.5,39,63,38,2.04
2022-10-25,1.59,0.31,27.31,22.05,12,2.15,57,51,58,0.14
2022-10-25,0.56,0.57,37.54,22.15,4,1.2,49,54,36,1.33
2022-10-25,1.34,0.85,5.57,8.66,6,0.99,42,58,78,1.52
2022-10-25,2.15,1.75,20.89,14.26,12,1.56,27,51,57,0.84
2022-10-25,3.43,0.94,10.06,18.46,8,0.55,34,30,43,1.28
2022-10-25,2.39,1.18,1.18,7.0,9,2.07,33,61,74,1.76
2022-10-25,1.84,2.29,35.66,14.86,5,1.54,48,64,29,1.35
2022-10-25,2.1,1.34,35.3,27.06,8,1.97,54,85,57,0.2
2022-10-25,3.45,1.89,11.73,22.86,3,1.17,46,70,61,0.61
2022-10-25,2.18,1.22,34.44,16.1,6,2.04,51,51,53,0.28
2022-10-25,1.57,0.9,39.65,12.08,9,0.66,23,77,34,1.53
2022-10-25,3.41,0.47,8.63,18.5,7,2.01,33,88,26,1.68
2022-10-25,2.43,1.92,28.39,19.26,9,1.32,57,56,63,0.98
2022-10-25,0.99,2.25,20.13,14.28,3,1.9,37,56,27,2.03
2022-10-25,1.09,0.78,3.62,22.19,8,1.83,41,58,42,0.84
2022-10-25,0.78,1.33,23.65,7.69,6,1.35,27,48,30,1.61
2022-10-25,0.64,2.22,0.96,6.27,10,0.69,29,36,76,0.22
2022-10-26,0.62,1.89,1.62,32.22,7,2.08,16,56,78,0.87
2022-10-26,1.1,1.44,23.96,8.45,13,1.76,52,43,59,0.64
2022-10-26,1.59,1.42,35.15,11.82,12,1.24,19,42,35,0.13
2022-10-26,2.22,0.48,8.73,18.37,13,1.91,23,73,67,0.58
2022-10-26,1.5,1.81,33.54,33.79,9,0.7,49,58,49,1.77
2022-10-26,2.82,0.72,25.0,34.76,8,2.3,53,74,59,1.23
2022-10-26,3.31,1.95,15.4,10.5,6,0.91,55,68,47,0.28
2022-10-26,0.66,1.9,7.14,33.8,9,0.85,24,75,40,1.51
2022-10-26,3.08,0.62,3.01,7.41,14,1.01,45,54,65,0.72
2022-10-26,0.87,1.43,0.84,15.68,13,1.33,53,51,78,1.68
2022-10-26,2.2,0.73,30.44,14.62,12,0.95,22,77,32,1.75
2022-10-26,1.56,1.53,33.92,14.37,5,2.45,54,37,48,0.56
2022-10-26,1.69,0.86,9.69,9.16,12,0.58,32,37,34,0.57
2022-10-26,0.78,0.85,30.08,5.16,8,0.57,31,54,71,1.6
2022-10-26,1.46,1.55,18.6,11.15,7,0.87,51,61,22,1.39
2022-10-26,2.43,1.36,11.2,29.84,7,1.08,25,61,75,0.56
2022-10-26,2.93,0.97,39.73,33.36,10,1.12,35,35,52,0.12
2022-10-26,2.96,0.52,17.46,8.26,11,0.64,30,49,35,1.56
2022-10-26,2.93,1.25,11.17,22.73,8,1.73,29,50,65,1.44
2022-10-26,2.83,1.08,18.99,32.34,5,0.88,18,42,59,1.6
2022-10-26,2.12,1.04,28.57,24.6,6,1.27,47,43,37,0.97
2022-10-26,0.57,0.62,1.0,27.3,2,1.44,59,61,58,1.66
2022-10-26,1.78,1.04,28.53,19.99,13,0.73,37,48,32,0.45
2022-10-26,1.46,1.7,8.19,12.23,12,0.6,31,41,43,2.02
2022-10-26,2.15,2.1,18.72,31.57,9,1.12,59,76,76,1.05
2022-10-26,2.83,1.13,37.76,7.58,12,1.87,39,48,63,1.17
2022-10-26,2.88,1.32,7.89,13.03,11,0.8,43,35,47,1.56
2022-10-26,0.53,1.61,15.49,19.65,11,0.74,28,34,40,1.16
2022-10-26,2.83,1.02,1.12,18.26,14,1.19,37,84,40,1.9
2022-10-26,2.58,0.74,27.58,33.7,10,0.61,45,42,73,1.28
2022-10-26,2.51,0.56,1.14,34.85,8,0.67,49,58,40,1.51
2022-10-26,2.24,1.71,36.39,29.58,12,1.35,56,31,37,1.98
2022-10-26,1.01,2.21,16.04,12.71,8,0.6,54,69,69,0.2
2022-10-27,0.75,1.06,30.82,14.01,9,1.42,28,49,57,1.74
2022-10-27,1.43,0.55,24.93,19.54,3,0.67,25,35,23,1.08
2022-10-27,3.02,2.03,11.9,22.54,12,0.51,48,63,50,0.63
2022-10-27,2.01,1.47,33.62,22.99,5,2.37,48,85,78,0.82
2022-10-27,1.83,1.43,38.19,25.1,9,1.91,15,44,22,1.12
2022-10-27,2.53,1.46,8.19,18.96,5,1.91,15,79,67,0.64
2022-10-27,0.57,0.46,7.38,16.58,5,2.25,17,81,32,0.25
2022-10-27,1.88,2.09,7.15,14.98,3,1.72,32,71,38,0.85
2022-10-27,2.69,2.1,11.22,25.48,11,1.78,34,66,39,1.72
2022-10-27,2.49,1.59,15.44,8.7,8,1.14,29,36,23,0.81
2022-10-27,1.91,0.64,11.8,6.06,13,0.98,32,69,58,0.6
2022-10-27,2.68,1.97,36.78,22.99,2,0.97,37,51,77,0.29
2022-10-27,0.56,2.05,5.88,6.44,6,1.04,36,73,51,0.73
2022-10-27,3.45,0.53,10.56,29.85,11,2.0,19,64,42,1.67
2022-10-27,2.93,1.95,26.8,5.9,10,0.97,16,87,53,1.09
2022-10-27,1.18,1.46,37.72,21.7,8,1.13,18,64,53,0.68
2022-10-27,1.38,2.28,32.28,28.65,9,0.76,15,87,62,1.36
2022-10-27,1.43,1.71,5.06,10.56,12,1.68,28,56,73,0.64
2022-10-27,2.19,0.41,7.8,12.63,7,2.33,32,56,57,1.09
2022-10-27,1.06,1.62,15.14,6.18,6,1.95,25,32,73,0.76
2022-10-27,2.1,1.43,34.63,10.86,5,1.65,56,42,74,1.27
2022-10-27,2.55,1.92,17.56,20.83,8,1.88,46,84,62,0.63
2022-10-27,2.59,1.52,37.01,21.18,10,1.95,48,68,49,0.91
2022-10-27,3.3,1.78,20.21,22.12,3,0.81,43,79,29,0.47
2022-10-27,1.16,1.32,19.57,24.23,13,1.75,53,55,73,0.98
2022-10-27,2.05,1.66,39.63,22.1,11,1.45,31,67,38,1.54
2022-10-27,0.68,0.62,26.63,7.6,14,1.34,46,77,65,1.02
2022-10-28,0.72,2.26,13.78,26.84,3,2.24,46,31,27,1.53
2022-10-28,2.78,0.45,37.85,19.29,2,1.96,36,44,30,0.19
2022-10-28,2.91,0.63,12.72,34.43,8,1.45,45,38,47,1.81
2022-10-28,3.44,1.6,17.52,10.58,13,1.04,43,85,43,1.26
2022-10-28,2.89,2.15,39.67,19.89,13,0.73,54,36,75,1.39
2022-10-28,2.91,0.61,35.15,20.06,3,1.7,29,44,76,1.46
2022-10-28,2.64,1.27,32.42,22.29,11,1.61,19,81,33,1.12
2022-10-28,1.48,1.77,35.79,17.53,2,1.82,55,64,42,0.46
2022-10-28,3.25,1.71,9.21,25.43,13,1.85,26,32,55,1.25
2022-10-28,3.21,1.67,24.36,22.96,5,2.12,40,80,28,0.7
2022-10-28,3.31,1.26,33.77,24.27,6,2.44,54,62,63,2.03
2022-10-28,2.05,1.08,32.29,13.88,10,0.62,34,63,74,1.01
2022-10-28,1.9,1.21,17.25,28.51,4,1.38,36,49,73,0.54
2022-10-28,0.74,0.37,4.97,17.44,3,1.45,16,61,71,1.09
2022-10-28,2.42,1.61,0.27,29.8,5,2.09,43,65,33,0.6
2022-10-28,2.97,1.73,37.72,30.86,13,1.39,30,65,44,0.14
2022-10-28,1.93,2.3,6.29,23.61,3,1.8,52,37,73,0.2
2022-10-28,2.71,2.07,38.01,11.33,10,1.95,52,69,24,1.35
2022-10-28,2.34,0.49,20.15,25.48,12,2.38,18,89,25,1.87
2022-10-28,2.41,1.54,4.26,33.0,9,0.51,29,53,25,1.32
2022-10-28,1.82,2.17,9.85,17.99,7,1.26,30,87,30,1.06
2022-10-28,1.93,0.53,35.2,33.55,4,1.78,51,82,64,1.01
2022-10-28,3.23,1.41,0.37,32.65,12,1.26,31,81,58,0.84
2022-10-28,1.03,0.94,13.16,14.54,13,2.2,58,30,70,0.47
2022-10-28,0.59,1.11,8.5,25.73,9,2.37,18,48,63,0.29
2022-10-28,1.41,0.92,27.75,28.18,13,2.01,21,60,29,1.17
2022-10-28,2.13,1.05,2.79,14.58,8,1.37,32,36,72,0.94
2022-10-28,1.32,1.77,26.58,7.29,3,1.19,53,41,34,1.33
2022-10-28,1.3,1.56,24.66,8.88,3,1.5,45,81,36,0.5
2022-10-28,0.86,0.52,6.68,19.53,12,2.32,33,59,34,0.76
2022-10-28,3.02,1.36,25.21,9.29,13,2.49,52,79,50,0.34
2022-10-29,0.68,0.74,0.26,17.89,8,1.74,42,76,27,1.44
2022-10-29,0.73,0.48,28.63,7.9,3,0.53,20,76,30,0.53
2022-10-29,2.65,1.71,31.01,15.45,9,1.27,15,56,57,0.77
2022-10-29,2.64,0.48,21.05,24.52,11,2.08,32,72,46,1.56
2022-10-29,1.32,1.49,22.56,16.11,6,0.7,53,43,26,1.45
2022-10-29,1.92,0.63,31.56,21.84,10,0.84,24,57,75,1.4
2022-10-29,0.68,0.89,4.75,9.11,6,1.64,47,30,21,0.35
2022-10-29,2.21,2.0,9.76,26.13,3,0.58,50,43,26,1.5
2022-10-29,2.41,1.09,26.58,18.47,6,2.24,52,46,73,1.17
2022-10-29,2.07,1.44,29.74,32.53,5,0.86,42,56,26,0.58
2022-10-29,0.73,2.17,7.78,32.22,13,0.67,17,38,76,0.83
2022-10-29,3.21,1.63,39.25,33.97,7,1.79,47,82,76,1.41
2022-10-29,1.53,0.79,6.82,10.64,12,2.35,57,67,25,1.31
2022-10-29,2.33,0.74,2.61,29.35,4,1.65,28,35,67,1.06
2022-10-29,1.3,0.79,8.74,12.18,2,2.48,58,89,34,1.74
2022-10-29,2.26,2.27,17.64,10.98,12,1.45,52,86,63,2.06
2022-10-29,1.89,1.2,11.32,27.06,9,1.68,52,76,70,0.45
2022-10-29,0.85,1.2,14.76,12.98,7,1.11,49,50,22,0.7
2022-10-29,1.39,1.56,38.03,5.99,7,1.32,26,56,21,1.31
2022-10-29,0.52,0.36,13.46,27.32,6,0.64,53,54,60,1.48
2022-10-29,2.7,1.16,15.39,33.83,3,2.39,29,73,74,1.88
2022-10-29,2.18,1.37,13.51,8.59,2,0.77,55,58,76,1.72
2022-10-29,0.75,0.3,33.6,23.61,9,2.38,54,57,39,1.14
2022-10-29,1.91,1.48,19.69,12.15,2,1.27,36,76,27,0.44
2022-10-29,1.85,0.74,5.7,14.64,9,1.21,37,67,75,1.88
2022-10-29,0.79,1.44,2.49,5.59,6,1.8,42,34,26,1.02
2022-10-29,0.6,0.6,26.05,27.75,10,2.28,16,85,32,1.74
2022-10-29,2.68,2.11,21.77,28.9,11,1.4,24,75,35,1.11
2022-10-29,2.83,2.14,38.35,33.97,10,2.4,35,66,63,1.52
2022-10-29,1.54,1.4,4.08,28.56,9,1.49,31,87,21,0.28
2022-10-29,0.62,0.87,32.22,13.94,14,2.48,46,56,76,1.47
2022-10-29,1.54,1.34,4.85,6.3,12,1.59,15,53,53,0.11
2022-10-30,3.11,0.42,35.52,32.48,8,2.49,46,52,61,1.7
2022-10-30,1.36,0.92,22.38,24.11,2,2.45,35,70,68,0.64
2022-10-30,1.92,1.58,4.63,14.06,12,1.56,51,67,60,1.8
2022-10-30,1.39,1.86,2.74,21.19,5,1.91,45,86,70,1.23
2022-10-30,3.03,0.4,6.42,14.29,10,1.38,27,38,29,1.69
2022-10-30,2.66,0.89,7.3,30.99,10,1.02,27,47,39,1.29
2022-10-30,0.92,0.31,33.4,11.66,13,1.06,30,83,62,1.75
2022-10-30,2.54,0.58,4.15,6.05,13,1.32,34,83,40,1.78
2022-10-30,2.74,1.27,18.19,31.17,7,2.42,22,74,50,1.98
2022-10-30,2.88,1.16,9.66,31.4,13,2.15,28,56,42,0.34
2022-10-30,2.12,0.41,19.6,16.82,4,1.12,21,60,63,0.49
2022-10-30,1.51,1.85,32.93,21.04,14,1.51,39,30,40,1.71
2022-10-30,3.38,0.96,34.65,30.63,10,0.68,46,36,33,1.4
2022-10-30,1.12,0.77,7.44,30.47,4,1.01,16,77,39,0.22
2022-10-30,1.4,1.99,1.21,29.74,8,1.6,54,70,62,0.59
2022-10-30,1.65,2.25,7.36,5.99,10,2.0,54,42,45,0.42
2022-10-30,1.31,1.89,29.45,23.75,9,1.71,27,82,42,0.96
2022-10-30,2.97,1.31,21.55,7.76,4,1.26,21,40,29,1.84
2022-10-30,2.53,1.6,24.36,28.63,4,1.3,58,68,42,1.99
2022-10-30,2.61,0.46,31.44,9.33,9,1.03,59,36,25,0.38
2022-10-30,2.45,1.44,14.11,22.72,3,2.16,56,63,38,0.52
2022-10-30,1.4,1.44,22.17,7.39,3,1.4,54,62,66,1.21
2022-10-30,0.91,1.43,10.81,21.78,7,1.09,38,55,41,1.34
2022-10-30,0.81,1.74,18.3,9.19,4,2.04,28,51,69,1.27
2022-10-30,1.19,1.79,32.47,18.14,2,2.06,21,34,67,1.4
2022-10-30,2.9,1.14,21.34,14.16,12,0.62,36,30,67,1.03
2022-10-30,3.19,2.15,29.87,25.72,11,2.44,16,87,56,0.74
2022-10-30,2.72,0.77,2.87,33.62,13,1.88,40,36,78,0.96
2022-10-30,1.72,0.94,7.54,28.97,11,0.67,20,31,77,1.1
2022-10-30,1.5,1.81,28.23,11.07,9,1.73,33,49,20,1.92
2022-10-30,1.65,1.14,10.51,22.93,4,2.11,25,67,49,1.36
2022-10-30,2.53,2.25,36.17,21.9,11,1.76,46,50,42,1.7
2022-10-30,0.83,1.06,24.37,17.08,3,1.17,52,89,63,1.77
2022-10-31,3.21,0.4,7.14,24.68,10,1.15,25,47,27,1.19
2022-10-31,0.91,0.35,36.28,8.59,8,1.2,39,41,27,0.93
2022-10-31,0.7,0.91,2.6,30.59,5,1.81,46,63,64,1.26
2022-10-31,2.32,1.79,25.97,16.87,11,1.48,37,40,68,1.83
2022-10-31,1.82,1.72,17.56,22.73,5,1.41,50,69,55,1.41
2022-10-31,1.22,0.83,25.09,25.52,3,0.97,20,61,75,0.35
2022-10-31,2.86,1.64,15.68,7.98,10,1.68,55,71,61,1.23
2022-10-31,1.65,1.75,21.74,14.26,3,1.54,26,55,44,0.8
2022-10-31,3.31,1.6,6.84,30.5,13,0.86,47,42,63,1.74
2022-10-31,2.28,2.28,33.16,13.14,11,0.9,52,36,77,0.28
2022-10-31,2.34,0.97,31.81,17.54,4,0.91,55,56,64,0.25
2022-10-31,2.84,0.94,40.0,13.1,10,1.47,49,80,68,2.03
2022-10-31,3.28,0.41,4.59,18.25,8,2.19,31,43,47,1.26
2022-10-31,1.64,1.87,1.17,21.17,10,0.51,28,86,33,0.7
2022-10-31,2.06,0.53,22.68,20.39,11,2.33,29,31,48,0.45
2022-10-31,1.56,2.07,15.19,26.39,9,1.39,22,64,72,1.27
2022-10-31,1.12,2.27,24.76,13.7,5,1.76,48,35,69,0.91
2022-10-31,3.49,0.67,26.12,31.95,8,1.25,27,89,42,1.16
2022-10-31,1.59,0.85,37.29,14.92,9,1.67,19,78,63,1.73
2022-10-31,0.68,0.55,12.02,23.62,7,2.31,27,32,63,0.56
2022-10-31,1.21,1.2,10.65,32.51,13,1.08,59,68,21,0.67
2022-10-31,2.1,1.77,24.47,6.11,7,0.52,47,55,75,1.76
2022-10-31,1.49,0.83,4.07,10.72,12,1.74,50,89,76,0.68
2022-10-31,1.61,1.71,23.76,22.52,7,1.53,43,71,52,2.01
2022-10-31,3.16,1.54,24.22,28.34,14,0.6,23,69,78,0.61
2022-10-31,2.57,1.32,12.89,28.89,9,1.87,56,69,35,1.33
2022-10-31,1.52,0.53,17.57,30.51,12,2.29,23,74,52,1.76
2022-10-31,0.85,1.31,8.98,8.92,12,2.07,19,80,63,1.08
2022-10-31,1.55,1.89,1.45,12.52,12,2.38,44,41,24,1.47
2022-10-31,3.08,1.96,23.0,9.89,3,1.41,56,66,50,2.05
2022-10-31,0.95,1.62,24.0,19.39,8,1.94,25,48,50,1.75
2022-10-31,0.87,2.22,22.24,28.42,8,2.4,56,35,23,1.86
2022-10-31,1.44,1.1,5.54,9.03,11,1.67,51,67,24,0.54
2022-10-31,1.93,1.02,19.32,23.58,8,0.87,28,79,50,1.68
2022-10-31,1.06,1.64,26.83,21.26,10,1.28,57,55,43,0.79
2022-10-31,3.27,2.21,29.11,6.44,10,1.18,58,64,48,1.8
2022-10-31,1.05,0.49,11.63,25.51,10,2.43,19,85,47,1.58
2022-10-31,2.37,0.4,11.49,26.22,4,2.25,53,74,44,0.64
2022-10-31,3.41,1.24,13.11,18.91,5,0.85,46,31,35,0.13
2022-10-31,1.69,1.18,31.2,9.65,7,1.7,43,76,42,1.83
2022-10-31,3.14,1.8,14.33,31.57,5,2.0,43,78,26,1.25
2022-10-31,1.23,1.18,6.29,32.67,8,2.35,28,51,26,1.1
2022-10-31,0.53,0.42,12.87,17.44,6,1.13,21,88,28,1.56
2022-10-31,1.9,2.02,14.04,34.04,9,1.16,55,80,57,0.43
2022-11-01,2.09,1.94,35.36,13.31,9,2.37,35,62,50,0.24
2022-11-01,1.23,1.65,34.36,24.57,4,2.21,41,50,74,0.72
2022-11-01,1.22,0.33,9.53,15.55,2,1.43,51,65,35,0.67
2022-11-01,1.16,0.37,1.68,19.59,14,1.73,24,85,43,0.34
2022-11-01,1.48,0.8,10.71,22.4,9,1.94,56,43,30,0.44
2022-11-01,1.32,0.73,16.62,29.75,8,1.28,43,74,70,0.15
2022-11-01,3.16,0.41,37.62,29.37,2,1.53,22,60,50,1.54
2022-11-01,2.86,1.35,9.22,13.16,14,0.79,47,66,75,0.77
2022-11-01,2.35,2.03,13.27,16.65,9,1.65,46,78,26,1.58
2022-11-01,3.31,1.81,30.3,15.37,5,2.42,34,88,55,1.56
2022-11-01,1.64,1.45,25.5,22.11,3,1.8,43,80,69,1.74
2022-11-01,2.91,1.11,30.41,11.76,3,1.8,27,62,24,1.31
2022-11-01,3.34,1.33,14.93,27.12,10,0.91,52,67,48,1.16
2022-11-01,2.85,1.13,10.46,17.62,9,0.54,57,73,58,0.77
2022-11-01,2.94,1.92,0.61,23.65,10,1.81,45,51,40,1.84
2022-11-01,2.87,0.68,26.44,14.53,6,0.55,32,73,63,0.54
2022-11-01,1.93,1.8,3.56,9.93,7,0.55,36,69,68,0.29
2022-11-01,3.17,0.55,20.04,24.88,4,2.21,27,47,76,1.09
2022-11-01,3.03,0.74,20.26,9.12,4,0.68,21,79,24,1.83
2022-11-01,1.11,1.47,19.44,12.11,2,1.79,22,80,25,1.67
2022-11-01,0.94,1.38,14.44,18.76,7,2.11,48,31,55,1.82
2022-11-01,0.97,1.67,29.92,6.44,8,1.92,24,56,39,1.98
2022-11-01,1.22,0.58,38.03,22.65,3,0.96,30,53,72,1.95
2022-11-01,2.37,0.39,28.34,10.5,11,1.08,25,62,29,0.13
2022-11-01,2.47,1.59,13.83,32.13,7,0.78,36,68,66,1.87
2022-11-01,0.58,2.01,36.3,25.54,5,1.45,57,48,59,0.28
2022-11-01,0.92,2.14,16.47,27.74,7,2.42,52,37,32,1.16
2022-11-01,2.64,0.82,5.23,16.9,7,1.54,42,48,75,1.31
2022-11-01,2.24,1.07,10.65,8.0,12,1.61,36,47,28,1.47
2022-11-01,1.13,2.01,29.0,7.6,8,2.38,58,47,50,0.25
2022-11-01,2.58,2.22,12.39,19.01,10,2.02,19,62,52,0.26
2022-11-01,2.74,1.94,28.47,33.1,12,2.39,29,83,72,1.9
2022-11-01,0.79,0.47,4.28,10.83,6,1.52,40,49,78,1.28
2022-11-01,0.52,0.66,22.91,5.72,10,0.9,43,72,44,1.16
2022-11-01,1.59,2.06,19.73,6.28,13,1.06,56,33,21,0.72
2022-11-01,2.81,1.65,37.19,28.93,6,1.22,20,56,67,0.32
2022-11-01,0.69,2.16,14.97,5.67,7,1.69,23,36,65,0.81
2022-11-02,0.96,0.35,25.56,12.08,14,1.67,33,37,23,1.09
2022-11-02,2.37,1.29,2.81,28.06,5,2.08,44,43,25,1.4
2022-11-02,3.04,2.01,19.17,29.21,4,1.31,18,64,71,1.41
2022-11-02,0.71,1.66,6.39,23.86,7,1.22,52,51,38,1.97
2022-11-02,0.76,0.75,24.75,20.39,12,1.9,24,77,63,0.45
2022-11-02,2.77,0.35,25.45,24.21,12,1.16,43,36,54,1.66
2022-11-02,2.12,1.26,37.18,7.43,12,0.9,45,37,65,0.25
2022-11-02,2.68,1.88,37.87,18.43,7,1.42,45,62,57,0.33
2022-11-02,2.43,0.46,16.81,13.51,14,2.4,17,80,38,0.41
2022-11-02,2.21,1.08,17.68,18.46,8,1.66,59,83,76,0.66
2022-11-02,1.98,1.17,6.53,28.35,11,1.18,56,65,44,1.4
2022-11-02,3.26,1.58,37.05,27.14,8,1.74,27,61,27,0.34
2022-11-02,0.75,1.18,34.58,32.34,5,2.0,45,37,68,0.78
2022-11-02,0.95,0.77,23.94,21.09,3,0.96,53,56,51,0.68
2022-11-02,2.71,1.23,34.77,8.33,11,1.42,16,33,57,1.6
2022-11-02,2.81,2.25,8.78,32.66,8,1.36,42,64,28,1.9
2022-11-02,3.01,1.18,25.74,18.14,10,0.52,36,46,28,1.07
2022-11-02,3.49,2.25,18.55,11.47,9,1.73,20,89,32,0.26
2022-11-02,3.01,1.51,25.67,6.14,2,2.13,46,39,29,0.92
2022-11-02,1.47,1.64,9.94,25.54,13,1.5,17,73,54,1.91
2022-11-02,2.36,1.49,25.45,22.46,6,0.88,41,64,69,1.81
2022-11-02,1.47,0.51,14.5,31.02,2,1.48,37,74,59,0.22
2022-11-02,1.4,0.72,39.84,22.25,7,0.6,46,78,38,1.76
2022-11-02,2.87,0.62,30.92,14.11,5,1.06,56,76,50,1.78
2022-11-02,2.24,1.94,28.07,21.43,11,2.18,26,77,79,0.79
2022-11-03,0.66,0.55,38.66,27.75,12,1.66,29,40,34,1.05
2022-11-03,1.14,1.44,5.44,20.21,12,2.05,15,34,63,1.71
2022-11-03,1.3,0.77,19.19,5.18,13,2.35,34,45,65,0.78
2022-11-03,1.65,2.1,24.06,27.87,5,1.79,32,33,20,0.63
2022-11-03,1.66,1.85,12.22,14.61,10,1.84,43,78,66,0.77
2022-11-03,2.17,2.18,24.6,13.38,8,1.34,42,87,70,1.25
2022-11-03,2.59,2.21,37.8,22.92,7,1.57,29,64,76,1.33
2022-11-03,3.19,0.89,33.06,10.11,9,0.54,41,63,54,0.77
2022-11-03,2.35,1.26,38.93,19.74,12,1.28,42,41,71,0.5
2022-11-03,2.72,1.18,28.52,5.54,3,1.36,22,68,68,1.26
2022-11-03,2.24,1.18,19.61,10.58,10,1.89,56,89,28,1.29
2022-11-03,1.12,1.0,22.58,22.5,7,0.68,35,39,29,0.52
2022-11-03,1.19,1.66,21.21,26.55,9,2.17,52,49,77,1.93
2022-11-03,3.2,1.75,22.83,11.45,10,2.28,16,89,62,1.6
2022-11-03,1.08,2.12,3.52,16.52,3,0.85,22,63,79,2.01
2022-11-03,1.94,1.68,16.81,5.84,13,2.23,24,49,53,0.33
2022-11-03,3.3,0.66,3.0,21.23,10,2.25,35,70,71,1.53
2022-11-03,0.51,2.11,6.52,17.2,8,1.77,16,47,54,1.19
2022-11-03,1.83,1.49,4.64,16.84,4,0.53,36,69,54,1.74
2022-11-03,2.17,0.97,26.65,13.07,6,1.02,32,69,54,0.92
2022-11-03,1.44,1.69,15.94,10.13,13,2.5,41,56,20,1.23
2022-11-03,2.82,0.81,2.41,34.86,8,1.68,24,38,28,1.69
2022-11-03,0.6,1.21,38.98,18.42,11,1.36,44,65,74,0.14
2022-11-03,2.15,0.85,20.23,33.45,9,0.78,51,36,36,1.44
2022-11-03,0.71,1.8,17.51,29.13,4,1.09,49,61,25,1.35
2022-11-04,1.47,1.67,18.01,8.49,9,1.37,16,66,67,0.94
2022-11-04,0.65,0.73,38.83,5.25,6,0.93,24,84,57,0.75
2022-11-04,2.04,0.41,18.09,11.08,11,0.56,50,83,22,1.09
2022-11-04,1.44,1.46,20.48,16.99,6,0.89,53,85,49,0.48
2022-11-04,1.78,2.3,22.23,19.47,8,1.67,19,46,55,2.09
2022-11-04,1.6,1.48,12.57,25.34,10,1.23,15,83,26,0.22
2022-11-04,0.96,1.81,9.19,31.92,3,1.13,52,36,52,0.15
2022-11-04,2.64,1.89,12.0,23.51,11,2.3,45,68,53,1.32
2022-11-04,0.91,0.39,36.07,12.45,10,0.85,54,67,55,1.84
2022-11-04,3.28,2.05,13.28,28.48,13,1.67,55,46,76,2.09
2022-11-04,2.68,1.95,15.5,28.26,8,0.52,39,49,30,0.75
2022-11-04,3.24,1.01,2.58,20.57,14,2.44,26,87,47,1.49
2022-11-04,1.88,0.77,31.88,20.29,11,1.65,15,61,21,1.19
2022-11-04,1.35,2.3,10.6,15.23,6,2.11,33,46,62,1.46
2022-11-04,2.94,2.3,0.95,24.84,12,2.19,17,38,53,1.33
2022-11-04,1.83,1.61,14.54,16.97,3,0.66,51,34,62,1.55
2022-11-04,3.13,0.53,17.21,12.13,9,1.61,39,31,55,1.19
2022-11-04,0.82,1.42,16.11,5.45,5,0.62,58,62,44,1.02
